"gene_id","symbol","name","cytoband","type","num_cohort_ssm_affected_cases","num_cohort_ssm_cases","cohort_ssm_affected_cases_percentage","num_gdc_ssm_affected_cases","num_gdc_ssm_cases","gdc_ssm_affected_cases_percentage","num_cohort_cnv_cases","num_cohort_cnv_gain_cases","cohort_cnv_gain_cases_percentage","num_cohort_cnv_loss_cases","cohort_cnv_loss_cases_percentage","num_mutations","annotations","SSM_Affected_Cases_in_Cohort","CNV_Gain","CNV_Loss","SSM_Affected_Cases_Across_the_GDC"
"ENSG00000257103","LSM14A","LSM14A mRNA processing body assembly factor","19q13.11","protein_coding",3,1131,0.27,118,16508,0.71,1342,266,19.82,247,18.41,3,"Cancer Gene Census","3 / 1131 (0.27%)","266 / 1342 (19.82%)","247 / 1342 (18.41%)","118 / 16508 (0.71%)"
"ENSG00000266412","NCOA4","nuclear receptor coactivator 4","10q11.22","protein_coding",3,1131,0.27,117,16508,0.71,1342,10,0.75,735,54.77,3,"Cancer Gene Census","3 / 1131 (0.27%)","10 / 1342 (0.75%)","735 / 1342 (54.77%)","117 / 16508 (0.71%)"
"ENSG00000005073","HOXA11","homeobox A11","7p15.2","protein_coding",2,1131,0.18,104,16508,0.63,1342,724,53.95,5,0.37,2,"Cancer Gene Census","2 / 1131 (0.18%)","724 / 1342 (53.95%)","5 / 1342 (0.37%)","104 / 16508 (0.63%)"
"ENSG00000007312","CD79B","CD79b molecule","17q23.3","protein_coding",2,1131,0.18,68,16508,0.41,1342,69,5.14,37,2.76,2,"Cancer Gene Census","2 / 1131 (0.18%)","69 / 1342 (5.14%)","37 / 1342 (2.76%)","68 / 16508 (0.41%)"
"ENSG00000065559","MAP2K4","mitogen-activated protein kinase kinase 4","17p12","protein_coding",2,1131,0.18,214,16508,1.3,1342,23,1.71,88,6.56,2,"Cancer Gene Census","2 / 1131 (0.18%)","23 / 1342 (1.71%)","88 / 1342 (6.56%)","214 / 16508 (1.3%)"
"ENSG00000067560","RHOA","ras homolog family member A","3p21.31","protein_coding",2,1131,0.18,143,16508,0.87,1342,49,3.65,95,7.08,2,"Cancer Gene Census","2 / 1131 (0.18%)","49 / 1342 (3.65%)","95 / 1342 (7.08%)","143 / 16508 (0.87%)"
"ENSG00000074266","EED","embryonic ectoderm development","11q14.2","protein_coding",2,1131,0.18,118,16508,0.71,1342,57,4.25,78,5.81,3,"Cancer Gene Census","2 / 1131 (0.18%)","57 / 1342 (4.25%)","78 / 1342 (5.81%)","118 / 16508 (0.71%)"
"ENSG00000076685","NT5C2","5'-nucleotidase, cytosolic II","10q24.32, 10q24.33","protein_coding",2,1131,0.18,110,16508,0.67,1342,5,0.37,792,59.02,3,"Cancer Gene Census","2 / 1131 (0.18%)","5 / 1342 (0.37%)","792 / 1342 (59.02%)","110 / 16508 (0.67%)"
"ENSG00000078403","MLLT10","MLLT10 histone lysine methyltransferase DOT1L cofactor","10p12.31","protein_coding",2,1131,0.18,238,16508,1.44,1342,66,4.92,692,51.56,2,"Cancer Gene Census","2 / 1131 (0.18%)","66 / 1342 (4.92%)","692 / 1342 (51.56%)","238 / 16508 (1.44%)"
"ENSG00000080824","HSP90AA1","heat shock protein 90 alpha family class A member 1","14q32.31","protein_coding",2,1131,0.18,190,16508,1.15,1342,11,0.82,283,21.09,2,"Cancer Gene Census","2 / 1131 (0.18%)","11 / 1342 (0.82%)","283 / 1342 (21.09%)","190 / 16508 (1.15%)"
"ENSG00000087088","BAX","BCL2 associated X, apoptosis regulator","19q13.33","protein_coding",2,1131,0.18,78,16508,0.47,1342,216,16.1,342,25.48,2,"Cancer Gene Census","2 / 1131 (0.18%)","216 / 1342 (16.1%)","342 / 1342 (25.48%)","78 / 16508 (0.47%)"
"ENSG00000088038","CNOT3","CCR4-NOT transcription complex subunit 3","19q13.42","protein_coding",2,1131,0.18,220,16508,1.33,1342,235,17.51,351,26.15,2,"Cancer Gene Census","2 / 1131 (0.18%)","235 / 1342 (17.51%)","351 / 1342 (26.15%)","220 / 16508 (1.33%)"
"ENSG00000100311","PDGFB","platelet derived growth factor subunit B","22q13.1","protein_coding",2,1131,0.18,85,16508,0.51,1342,25,1.86,289,21.54,2,"Cancer Gene Census","2 / 1131 (0.18%)","25 / 1342 (1.86%)","289 / 1342 (21.54%)","85 / 16508 (0.51%)"
"ENSG00000100814","CCNB1IP1","cyclin B1 interacting protein 1","14q11.2","protein_coding",2,1131,0.18,72,16508,0.44,1342,24,1.79,266,19.82,2,"Cancer Gene Census","2 / 1131 (0.18%)","24 / 1342 (1.79%)","266 / 1342 (19.82%)","72 / 16508 (0.44%)"
"ENSG00000104320","NBN","nibrin","8q21.3","protein_coding",2,1131,0.18,191,16508,1.16,1342,97,7.23,47,3.5,2,"Cancer Gene Census","2 / 1131 (0.18%)","97 / 1342 (7.23%)","47 / 1342 (3.5%)","191 / 16508 (1.16%)"
"ENSG00000105221","AKT2","AKT serine/threonine kinase 2","19q13.2","protein_coding",2,1131,0.18,167,16508,1.01,1342,246,18.33,275,20.49,2,"Cancer Gene Census","2 / 1131 (0.18%)","246 / 1342 (18.33%)","275 / 1342 (20.49%)","167 / 16508 (1.01%)"
"ENSG00000105656","ELL","elongation factor for RNA polymerase II","19p13.11","protein_coding",2,1131,0.18,129,16508,0.78,1342,314,23.4,26,1.94,2,"Cancer Gene Census","2 / 1131 (0.18%)","314 / 1342 (23.4%)","26 / 1342 (1.94%)","129 / 16508 (0.78%)"
"ENSG00000105810","CDK6","cyclin dependent kinase 6","7q21.2","protein_coding",2,1131,0.18,94,16508,0.57,1342,782,58.27,5,0.37,2,"Cancer Gene Census","2 / 1131 (0.18%)","782 / 1342 (58.27%)","5 / 1342 (0.37%)","94 / 16508 (0.57%)"
"ENSG00000106031","HOXA13","homeobox A13","7p15.2","protein_coding",2,1131,0.18,87,16508,0.53,1342,724,53.95,5,0.37,2,"Cancer Gene Census","2 / 1131 (0.18%)","724 / 1342 (53.95%)","5 / 1342 (0.37%)","87 / 16508 (0.53%)"
"ENSG00000107779","BMPR1A","bone morphogenetic protein receptor type 1A","10q23.2","protein_coding",2,1131,0.18,116,16508,0.7,1342,5,0.37,783,58.35,3,"Cancer Gene Census","2 / 1131 (0.18%)","5 / 1342 (0.37%)","783 / 1342 (58.35%)","116 / 16508 (0.7%)"
"ENSG00000108946","PRKAR1A","protein kinase cAMP-dependent type I regulatory subunit alpha","17q24.2","protein_coding",2,1131,0.18,96,16508,0.58,1342,70,5.22,37,2.76,2,"Cancer Gene Census","2 / 1131 (0.18%)","70 / 1342 (5.22%)","37 / 1342 (2.76%)","96 / 16508 (0.58%)"
"ENSG00000110367","DDX6","DEAD-box helicase 6","11q23.3","protein_coding",2,1131,0.18,82,16508,0.5,1342,77,5.74,77,5.74,2,"Cancer Gene Census","2 / 1131 (0.18%)","77 / 1342 (5.74%)","77 / 1342 (5.74%)","82 / 16508 (0.5%)"
"ENSG00000112039","FANCE","FA complementation group E","6p21.31","protein_coding",2,1131,0.18,102,16508,0.62,1342,22,1.64,76,5.66,2,"Cancer Gene Census","2 / 1131 (0.18%)","22 / 1342 (1.64%)","76 / 1342 (5.66%)","102 / 16508 (0.62%)"
"ENSG00000112561","TFEB","transcription factor EB","6p21.1","protein_coding",2,1131,0.18,113,16508,0.68,1342,20,1.49,77,5.74,2,"Cancer Gene Census","2 / 1131 (0.18%)","20 / 1342 (1.49%)","77 / 1342 (5.74%)","113 / 16508 (0.68%)"
"ENSG00000115808","STRN","striatin","2p22.2","protein_coding",2,1131,0.18,159,16508,0.96,1342,33,2.46,45,3.35,2,"Cancer Gene Census","2 / 1131 (0.18%)","33 / 1342 (2.46%)","45 / 1342 (3.35%)","159 / 16508 (0.96%)"
"ENSG00000116132","PRRX1","paired related homeobox 1","1q24.2","protein_coding",2,1131,0.18,163,16508,0.99,1342,94,7,21,1.56,2,"Cancer Gene Census","2 / 1131 (0.18%)","94 / 1342 (7%)","21 / 1342 (1.56%)","163 / 16508 (0.99%)"
"ENSG00000116251","RPL22","ribosomal protein L22","1p36.31","protein_coding",2,1131,0.18,264,16508,1.6,1342,45,3.35,385,28.69,2,"Cancer Gene Census","2 / 1131 (0.18%)","45 / 1342 (3.35%)","385 / 1342 (28.69%)","264 / 16508 (1.6%)"
"ENSG00000116990","MYCL","MYCL proto-oncogene, bHLH transcription factor","1p34.2","protein_coding",2,1131,0.18,78,16508,0.47,1342,67,4.99,206,15.35,2,"Cancer Gene Census","2 / 1131 (0.18%)","67 / 1342 (4.99%)","206 / 1342 (15.35%)","78 / 16508 (0.47%)"
"ENSG00000117020","AKT3","AKT serine/threonine kinase 3","1q43, 1q44","protein_coding",2,1131,0.18,156,16508,0.94,1342,99,7.38,43,3.2,2,"Cancer Gene Census","2 / 1131 (0.18%)","99 / 1342 (7.38%)","43 / 1342 (3.2%)","156 / 16508 (0.94%)"
"ENSG00000118046","STK11","serine/threonine kinase 11","19p13.3","protein_coding",2,1131,0.18,237,16508,1.44,1342,333,24.81,34,2.53,2,"Cancer Gene Census","2 / 1131 (0.18%)","333 / 1342 (24.81%)","34 / 1342 (2.53%)","237 / 16508 (1.44%)"
"ENSG00000119335","SET","SET nuclear proto-oncogene","9q34.11","protein_coding",2,1131,0.18,78,16508,0.47,1342,94,7,109,8.12,2,"Cancer Gene Census","2 / 1131 (0.18%)","94 / 1342 (7%)","109 / 1342 (8.12%)","78 / 16508 (0.47%)"
"ENSG00000119414","PPP6C","protein phosphatase 6 catalytic subunit","9q33.3","protein_coding",2,1131,0.18,122,16508,0.74,1342,90,6.71,107,7.97,2,"Cancer Gene Census","2 / 1131 (0.18%)","90 / 1342 (6.71%)","107 / 1342 (7.97%)","122 / 16508 (0.74%)"
"ENSG00000120217","CD274","CD274 molecule","9p24.1","protein_coding",2,1131,0.18,60,16508,0.36,1342,40,2.98,437,32.56,2,"Cancer Gene Census","2 / 1131 (0.18%)","40 / 1342 (2.98%)","437 / 1342 (32.56%)","60 / 16508 (0.36%)"
"ENSG00000124145","SDC4","syndecan 4","20q13.12","protein_coding",2,1131,0.18,66,16508,0.4,1342,276,20.57,17,1.27,2,"Cancer Gene Census","2 / 1131 (0.18%)","276 / 1342 (20.57%)","17 / 1342 (1.27%)","66 / 16508 (0.4%)"
"ENSG00000124762","CDKN1A","cyclin dependent kinase inhibitor 1A","6p21.2","protein_coding",2,1131,0.18,110,16508,0.67,1342,21,1.56,75,5.59,2,"Cancer Gene Census","2 / 1131 (0.18%)","21 / 1342 (1.56%)","75 / 1342 (5.59%)","110 / 16508 (0.67%)"
"ENSG00000126746","ZNF384","zinc finger protein 384","12p13.31","protein_coding",2,1131,0.18,131,16508,0.79,1342,131,9.76,48,3.58,3,"Cancer Gene Census","2 / 1131 (0.18%)","131 / 1342 (9.76%)","48 / 1342 (3.58%)","131 / 16508 (0.79%)"
"ENSG00000128191","DGCR8","DGCR8 microprocessor complex subunit","22q11.21","protein_coding",2,1131,0.18,181,16508,1.1,1342,32,2.38,242,18.03,3,"Cancer Gene Census","2 / 1131 (0.18%)","32 / 1342 (2.38%)","242 / 1342 (18.03%)","181 / 16508 (1.1%)"
"ENSG00000128602","SMO","smoothened, frizzled class receptor","7q32.1","protein_coding",2,1131,0.18,199,16508,1.21,1342,800,59.61,9,0.67,3,"Cancer Gene Census","2 / 1131 (0.18%)","800 / 1342 (59.61%)","9 / 1342 (0.67%)","199 / 16508 (1.21%)"
"ENSG00000128714","HOXD13","homeobox D13","2q31.1","protein_coding",2,1131,0.18,97,16508,0.59,1342,29,2.16,42,3.13,2,"Cancer Gene Census","2 / 1131 (0.18%)","29 / 1342 (2.16%)","42 / 1342 (3.13%)","97 / 16508 (0.59%)"
"ENSG00000128944","KNSTRN","kinetochore localized astrin (SPAG5) binding protein","15q15.1","protein_coding",2,1131,0.18,121,16508,0.73,1342,15,1.12,216,16.1,4,"Cancer Gene Census","2 / 1131 (0.18%)","15 / 1342 (1.12%)","216 / 1342 (16.1%)","121 / 16508 (0.73%)"
"ENSG00000132002","DNAJB1","DnaJ heat shock protein family (Hsp40) member B1","19p13.12","protein_coding",2,1131,0.18,68,16508,0.41,1342,313,23.32,24,1.79,3,"Cancer Gene Census","2 / 1131 (0.18%)","313 / 1342 (23.32%)","24 / 1342 (1.79%)","68 / 16508 (0.41%)"
"ENSG00000132155","RAF1","Raf-1 proto-oncogene, serine/threonine kinase","3p25.2","protein_coding",2,1131,0.18,144,16508,0.87,1342,58,4.32,70,5.22,2,"Cancer Gene Census","2 / 1131 (0.18%)","58 / 1342 (4.32%)","70 / 1342 (5.22%)","144 / 16508 (0.87%)"
"ENSG00000133639","BTG1","BTG anti-proliferation factor 1","12q21.33","protein_coding",2,1131,0.18,82,16508,0.5,1342,50,3.73,90,6.71,2,"Cancer Gene Census","2 / 1131 (0.18%)","50 / 1342 (3.73%)","90 / 1342 (6.71%)","82 / 16508 (0.5%)"
"ENSG00000135363","LMO2","LIM domain only 2","11p13","protein_coding",2,1131,0.18,80,16508,0.48,1342,38,2.83,138,10.28,2,"Cancer Gene Census","2 / 1131 (0.18%)","38 / 1342 (2.83%)","138 / 1342 (10.28%)","80 / 16508 (0.48%)"
"ENSG00000135956","TMEM127","transmembrane protein 127","2q11.2","protein_coding",2,1131,0.18,53,16508,0.32,1342,29,2.16,29,2.16,2,"Cancer Gene Census","2 / 1131 (0.18%)","29 / 1342 (2.16%)","29 / 1342 (2.16%)","53 / 16508 (0.32%)"
"ENSG00000136238","RAC1","Rac family small GTPase 1","7p22.1","protein_coding",2,1131,0.18,105,16508,0.64,1342,708,52.76,16,1.19,2,"Cancer Gene Census","2 / 1131 (0.18%)","708 / 1342 (52.76%)","16 / 1342 (1.19%)","105 / 16508 (0.64%)"
"ENSG00000136754","ABI1","abl interactor 1","10p12.1","protein_coding",2,1131,0.18,93,16508,0.56,1342,69,5.14,709,52.83,2,"Cancer Gene Census","2 / 1131 (0.18%)","69 / 1342 (5.14%)","709 / 1342 (52.83%)","93 / 16508 (0.56%)"
"ENSG00000136826","KLF4","Kruppel like factor 4","9q31.2","protein_coding",2,1131,0.18,119,16508,0.72,1342,82,6.11,99,7.38,2,"Cancer Gene Census","2 / 1131 (0.18%)","82 / 1342 (6.11%)","99 / 1342 (7.38%)","119 / 16508 (0.72%)"
"ENSG00000136936","XPA","XPA, DNA damage recognition and repair factor","9q22.33","protein_coding",2,1131,0.18,55,16508,0.33,1342,81,6.04,100,7.45,4,"Cancer Gene Census","2 / 1131 (0.18%)","81 / 1342 (6.04%)","100 / 1342 (7.45%)","55 / 16508 (0.33%)"
"ENSG00000138363","ATIC","5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase","2q35","protein_coding",2,1131,0.18,158,16508,0.96,1342,32,2.38,46,3.43,2,"Cancer Gene Census","2 / 1131 (0.18%)","32 / 1342 (2.38%)","46 / 1342 (3.43%)","158 / 16508 (0.96%)"
"ENSG00000139083","ETV6","ETS variant transcription factor 6","12p13.2","protein_coding",2,1131,0.18,233,16508,1.41,1342,92,6.86,80,5.96,3,"Cancer Gene Census","2 / 1131 (0.18%)","92 / 1342 (6.86%)","80 / 1342 (5.96%)","233 / 16508 (1.41%)"
"ENSG00000141985","SH3GL1","SH3 domain containing GRB2 like 1, endophilin A2","19p13.3","protein_coding",2,1131,0.18,106,16508,0.64,1342,311,23.17,34,2.53,3,"Cancer Gene Census","2 / 1131 (0.18%)","311 / 1342 (23.17%)","34 / 1342 (2.53%)","106 / 16508 (0.64%)"
"ENSG00000144476","ACKR3","atypical chemokine receptor 3","2q37.3","protein_coding",2,1131,0.18,153,16508,0.93,1342,30,2.24,101,7.53,4,"Cancer Gene Census","2 / 1131 (0.18%)","30 / 1342 (2.24%)","101 / 1342 (7.53%)","153 / 16508 (0.93%)"
"ENSG00000151532","VTI1A","vesicle transport through interaction with t-SNAREs 1A","10q25.2","protein_coding",2,1131,0.18,54,16508,0.33,1342,4,0.3,816,60.8,3,"Cancer Gene Census","2 / 1131 (0.18%)","4 / 1342 (0.3%)","816 / 1342 (60.8%)","54 / 16508 (0.33%)"
"ENSG00000153944","MSI2","musashi RNA binding protein 2","17q22","protein_coding",2,1131,0.18,119,16508,0.72,1342,68,5.07,38,2.83,3,"Cancer Gene Census","2 / 1131 (0.18%)","68 / 1342 (5.07%)","38 / 1342 (2.83%)","119 / 16508 (0.72%)"
"ENSG00000156052","GNAQ","G protein subunit alpha q","9q21.2","protein_coding",2,1131,0.18,144,16508,0.87,1342,79,5.89,101,7.53,2,"Cancer Gene Census","2 / 1131 (0.18%)","79 / 1342 (5.89%)","101 / 1342 (7.53%)","144 / 16508 (0.87%)"
"ENSG00000163655","GMPS","guanine monophosphate synthase","3q25.31","protein_coding",2,1131,0.18,168,16508,1.02,1342,48,3.58,67,4.99,2,"Cancer Gene Census","2 / 1131 (0.18%)","48 / 1342 (3.58%)","67 / 1342 (4.99%)","168 / 16508 (1.02%)"
"ENSG00000164683","HEY1","hes related family bHLH transcription factor with YRPW motif 1","8q21.13","protein_coding",2,1131,0.18,76,16508,0.46,1342,83,6.18,48,3.58,2,"Cancer Gene Census","2 / 1131 (0.18%)","83 / 1342 (6.18%)","48 / 1342 (3.58%)","76 / 16508 (0.46%)"
"ENSG00000164985","PSIP1","PC4 and SFRS1 interacting protein 1","9p22.3","protein_coding",2,1131,0.18,157,16508,0.95,1342,44,3.28,477,35.54,2,"Cancer Gene Census","2 / 1131 (0.18%)","44 / 1342 (3.28%)","477 / 1342 (35.54%)","157 / 16508 (0.95%)"
"ENSG00000166407","LMO1","LIM domain only 1","11p15.4","protein_coding",2,1131,0.18,47,16508,0.28,1342,32,2.38,181,13.49,2,"Cancer Gene Census","2 / 1131 (0.18%)","32 / 1342 (2.38%)","181 / 1342 (13.49%)","47 / 16508 (0.28%)"
"ENSG00000166886","NAB2","NGFI-A binding protein 2","12q13.3","protein_coding",2,1131,0.18,108,16508,0.65,1342,67,4.99,102,7.6,2,"Cancer Gene Census","2 / 1131 (0.18%)","67 / 1342 (4.99%)","102 / 1342 (7.6%)","108 / 16508 (0.65%)"
"ENSG00000169564","PCBP1","poly(rC) binding protein 1","2p13.3","protein_coding",2,1131,0.18,120,16508,0.73,1342,29,2.16,50,3.73,2,"Cancer Gene Census","2 / 1131 (0.18%)","29 / 1342 (2.16%)","50 / 1342 (3.73%)","120 / 16508 (0.73%)"
"ENSG00000174775","HRAS","HRas proto-oncogene, GTPase","11p15.5","protein_coding",2,1131,0.18,163,16508,0.99,1342,33,2.46,221,16.47,1,"Cancer Gene Census","2 / 1131 (0.18%)","33 / 1342 (2.46%)","221 / 1342 (16.47%)","163 / 16508 (0.99%)"
"ENSG00000175329","ISX","intestine specific homeobox","22q12.3","protein_coding",2,1131,0.18,109,16508,0.66,1342,25,1.86,283,21.09,2,"Cancer Gene Census","2 / 1131 (0.18%)","25 / 1342 (1.86%)","283 / 1342 (21.09%)","109 / 16508 (0.66%)"
"ENSG00000175832","ETV4","ETS variant transcription factor 4","17q21.31","protein_coding",2,1131,0.18,106,16508,0.64,1342,38,2.83,65,4.84,2,"Cancer Gene Census","2 / 1131 (0.18%)","38 / 1342 (2.83%)","65 / 1342 (4.84%)","106 / 16508 (0.64%)"
"ENSG00000179362","HMGN2P46","high mobility group nucleosomal binding domain 2 pseudogene 46","15q21.1","transcribed_processed_pseudogene",2,1131,0.18,37,16508,0.22,1342,0,0,0,0,2,"Cancer Gene Census","2 / 1131 (0.18%)","0 / 1342 (0%)","0 / 1342 (0%)","37 / 16508 (0.22%)"
"ENSG00000181163","NPM1","nucleophosmin 1","5q35.1","protein_coding",2,1131,0.18,101,16508,0.61,1342,48,3.58,91,6.78,3,"Cancer Gene Census","2 / 1131 (0.18%)","48 / 1342 (3.58%)","91 / 1342 (6.78%)","101 / 16508 (0.61%)"
"ENSG00000183722","LHFPL6","LHFPL tetraspan subfamily member 6","13q13.3, 13q14.11","protein_coding",2,1131,0.18,65,16508,0.39,1342,17,1.27,362,26.97,2,"Cancer Gene Census","2 / 1131 (0.18%)","17 / 1342 (1.27%)","362 / 1342 (26.97%)","65 / 16508 (0.39%)"
"ENSG00000183813","CCR4","C-C motif chemokine receptor 4","3p22.3","protein_coding",2,1131,0.18,93,16508,0.56,1342,49,3.65,80,5.96,2,"Cancer Gene Census","2 / 1131 (0.18%)","49 / 1342 (3.65%)","80 / 1342 (5.96%)","93 / 16508 (0.56%)"
"ENSG00000187098","MITF","melanocyte inducing transcription factor","3p13","protein_coding",2,1131,0.18,178,16508,1.08,1342,43,3.2,86,6.41,3,"Cancer Gene Census","2 / 1131 (0.18%)","43 / 1342 (3.2%)","86 / 1342 (6.41%)","178 / 16508 (1.08%)"
"ENSG00000197646","PDCD1LG2","programmed cell death 1 ligand 2","9p24.1","protein_coding",2,1131,0.18,48,16508,0.29,1342,41,3.06,439,32.71,3,"Cancer Gene Census","2 / 1131 (0.18%)","41 / 1342 (3.06%)","439 / 1342 (32.71%)","48 / 16508 (0.29%)"
"ENSG00000197880","MDS2","myelodysplastic syndrome 2 translocation associated","1p36.12, 1p36.11","lncRNA",2,1131,0.18,57,16508,0.35,1342,0,0,0,0,3,"Cancer Gene Census","2 / 1131 (0.18%)","0 / 1342 (0%)","0 / 1342 (0%)","57 / 16508 (0.35%)"
"ENSG00000204531","POU5F1","POU class 5 homeobox 1","6p21.33","protein_coding",2,1131,0.18,80,16508,0.48,1342,19,1.42,85,6.33,2,"Cancer Gene Census","2 / 1131 (0.18%)","19 / 1342 (1.42%)","85 / 1342 (6.33%)","80 / 16508 (0.48%)"
"ENSG00000206503","HLA-A","major histocompatibility complex, class I, A","6p22.1","protein_coding",2,1131,0.18,152,16508,0.92,1342,19,1.42,88,6.56,2,"Cancer Gene Census","2 / 1131 (0.18%)","19 / 1342 (1.42%)","88 / 1342 (6.56%)","152 / 16508 (0.92%)"
"ENSG00000214827","MTCP1","mature T cell proliferation 1","Xq28","protein_coding",2,1131,0.18,23,16508,0.14,1342,0,0,0,0,2,"Cancer Gene Census","2 / 1131 (0.18%)","0 / 1342 (0%)","0 / 1342 (0%)","23 / 16508 (0.14%)"
"ENSG00000268009","SSX4","SSX family member 4","Xp11.23","protein_coding",2,1131,0.18,16,16508,0.1,1342,0,0,0,0,2,"Cancer Gene Census","2 / 1131 (0.18%)","0 / 1342 (0%)","0 / 1342 (0%)","16 / 16508 (0.1%)"
"ENSG00000018408","WWTR1","WW domain containing transcription regulator 1","3q25.1","protein_coding",1,1131,0.09,95,16508,0.58,1342,51,3.8,68,5.07,2,"Cancer Gene Census","1 / 1131 (0.09%)","51 / 1342 (3.8%)","68 / 1342 (5.07%)","95 / 16508 (0.58%)"
"ENSG00000019582","CD74","CD74 molecule","5q33.1","protein_coding",1,1131,0.09,54,16508,0.33,1342,45,3.35,79,5.89,1,"Cancer Gene Census","1 / 1131 (0.09%)","45 / 1342 (3.35%)","79 / 1342 (5.89%)","54 / 16508 (0.33%)"
"ENSG00000047932","GOPC","golgi associated PDZ and coiled-coil motif containing","6q22.1","protein_coding",1,1131,0.09,90,16508,0.55,1342,13,0.97,240,17.88,1,"Cancer Gene Census","1 / 1131 (0.09%)","13 / 1342 (0.97%)","240 / 1342 (17.88%)","90 / 16508 (0.55%)"
"ENSG00000048462","TNFRSF17","TNF receptor superfamily member 17","16p13.13","protein_coding",1,1131,0.09,53,16508,0.32,1342,38,2.83,61,4.55,1,"Cancer Gene Census","1 / 1131 (0.09%)","38 / 1342 (2.83%)","61 / 1342 (4.55%)","53 / 16508 (0.32%)"
"ENSG00000069399","BCL3","BCL3 transcription coactivator","19q13.32","protein_coding",1,1131,0.09,95,16508,0.58,1342,223,16.62,321,23.92,1,"Cancer Gene Census","1 / 1131 (0.09%)","223 / 1342 (16.62%)","321 / 1342 (23.92%)","95 / 16508 (0.58%)"
"ENSG00000072694","FCGR2B","Fc fragment of IgG receptor IIb","1q23.3","protein_coding",1,1131,0.09,96,16508,0.58,1342,97,7.23,14,1.04,1,"Cancer Gene Census","1 / 1131 (0.09%)","97 / 1342 (7.23%)","14 / 1342 (1.04%)","96 / 16508 (0.58%)"
"ENSG00000091483","FH","fumarate hydratase","1q43","protein_coding",1,1131,0.09,130,16508,0.79,1342,91,6.78,52,3.87,1,"Cancer Gene Census","1 / 1131 (0.09%)","91 / 1342 (6.78%)","52 / 1342 (3.87%)","130 / 16508 (0.79%)"
"ENSG00000104903","LYL1","LYL1 basic helix-loop-helix family member","19p13.13","protein_coding",1,1131,0.09,36,16508,0.22,1342,308,22.95,28,2.09,1,"Cancer Gene Census","1 / 1131 (0.09%)","308 / 1342 (22.95%)","28 / 1342 (2.09%)","36 / 16508 (0.22%)"
"ENSG00000107807","TLX1","T cell leukemia homeobox 1","10q24.31","protein_coding",1,1131,0.09,67,16508,0.41,1342,5,0.37,791,58.94,1,"Cancer Gene Census","1 / 1131 (0.09%)","5 / 1342 (0.37%)","791 / 1342 (58.94%)","67 / 16508 (0.41%)"
"ENSG00000107864","CPEB3","cytoplasmic polyadenylation element binding protein 3","10q23.32","protein_coding",1,1131,0.09,107,16508,0.65,1342,3,0.22,452,33.68,2,"Cancer Gene Census","1 / 1131 (0.09%)","3 / 1342 (0.22%)","452 / 1342 (33.68%)","107 / 16508 (0.65%)"
"ENSG00000109220","CHIC2","cysteine rich hydrophobic domain 2","4q12","protein_coding",1,1131,0.09,40,16508,0.24,1342,137,10.21,63,4.69,1,"Cancer Gene Census","1 / 1131 (0.09%)","137 / 1342 (10.21%)","63 / 1342 (4.69%)","40 / 16508 (0.24%)"
"ENSG00000110619","CARS1","cysteinyl-tRNA synthetase 1","11p15.4","protein_coding",1,1131,0.09,186,16508,1.13,1342,32,2.38,210,15.65,1,"Cancer Gene Census","1 / 1131 (0.09%)","32 / 1342 (2.38%)","210 / 1342 (15.65%)","186 / 16508 (1.13%)"
"ENSG00000110987","BCL7A","BAF chromatin remodeling complex subunit BCL7A","12q24.31","protein_coding",1,1131,0.09,276,16508,1.67,1342,64,4.77,66,4.92,1,"Cancer Gene Census","1 / 1131 (0.09%)","64 / 1342 (4.77%)","66 / 1342 (4.92%)","276 / 16508 (1.67%)"
"ENSG00000111275","ALDH2","aldehyde dehydrogenase 2 family member","12q24.12","protein_coding",1,1131,0.09,128,16508,0.78,1342,53,3.95,74,5.51,1,"Cancer Gene Census","1 / 1131 (0.09%)","53 / 1342 (3.95%)","74 / 1342 (5.51%)","128 / 16508 (0.78%)"
"ENSG00000112237","CCNC","cyclin C","6q16.2","protein_coding",1,1131,0.09,70,16508,0.42,1342,11,0.82,203,15.13,1,"Cancer Gene Census","1 / 1131 (0.09%)","11 / 1342 (0.82%)","203 / 1342 (15.13%)","70 / 16508 (0.42%)"
"ENSG00000112576","CCND3","cyclin D3","6p21.1","protein_coding",1,1131,0.09,104,16508,0.63,1342,24,1.79,76,5.66,1,"Cancer Gene Census","1 / 1131 (0.09%)","24 / 1342 (1.79%)","76 / 1342 (5.66%)","104 / 16508 (0.63%)"
"ENSG00000117118","SDHB","succinate dehydrogenase complex iron sulfur subunit B","1p36.13","protein_coding",1,1131,0.09,43,16508,0.26,1342,60,4.47,252,18.78,1,"Cancer Gene Census","1 / 1131 (0.09%)","60 / 1342 (4.47%)","252 / 1342 (18.78%)","43 / 16508 (0.26%)"
"ENSG00000117318","ID3","inhibitor of DNA binding 3, HLH protein","1p36.12","protein_coding",1,1131,0.09,36,16508,0.22,1342,57,4.25,264,19.67,1,"Cancer Gene Census","1 / 1131 (0.09%)","57 / 1342 (4.25%)","264 / 1342 (19.67%)","36 / 16508 (0.22%)"
